Year,Area,Item,Production Value (t),Export Quantity (t),Export Value (1000 USD),Import Quantity (t),Import Value (1000 USD),GPV (1000 USD),GPV_Const (1000 USD),Producer Price (USD/tonne)
2000,Germany,"Meat, Total",6218208.0,79904.43611111112,155224.22222222222,106509.90555555555,256382.0,8447193.0,2062856.1,1140.14
2000,Germany,"Milk, Total",28353216.0,6355832.41,2174644.0,2400855.07,859675.0,8242341.0,10701069.0,290.7
2000,Germany,Raw milk of cattle,28331216.0,1833201.0,629889.0,593751.0,180262.0,8235067.0,10687165.0,290.7
2000,Germany,Wheat,21621548.0,4569373.0,617709.0,1291134.0,167411.0,2308480.0,4030431.0,106.8
2000,Hungary,Barley,900510.0,82859.1,9639.0,60608.4,8913.0,88979.0,139886.0,98.8
2000,Hungary,"Cereals, primary",10036050.0,1712316.4,220754.0,67836.3,20696.0,944523.0,1657565.0,114.3111111111111
2000,Hungary,"Hen eggs in shell, fresh",3382805.0,4286.1,9834.0,945.6,4282.0,140619.0,224483.0,797.4
2000,Hungary,"Meat, Total",1175789.37,18704.936842105264,38071.94736842105,4216.915,2163.055555555556,1194487.0,375350.6470588236,961.8
2000,Hungary,"Milk, Total",2156954.0,101609.7,32207.0,32462.96,9498.0,481407.0,730539.0,335.6
2000,Hungary,Raw milk of cattle,2142915.0,65165.0,16413.0,0.0,0.0,478432.0,725860.0,223.3
2000,Hungary,Wheat,3692470.0,582646.8,67864.0,238.0,71.0,363490.0,645125.0,98.4
2000,India,Barley,1447000.0,1.0,1.0,0.0,0.0,169036.0,374916.0,116.8
2000,India,"Cereals, primary",234931192.0,863445.0,102470.0,34563.0,4096.0,31592380.0,84874765.0,120.96666666666664
2000,India,"Hen eggs in shell, fresh",38667000.0,11344.0,12741.0,23.0,40.0,1993701.0,2064052.0,335.1
2000,India,"Meat, Total",3731690.02,4842.015625,6071.4375,1233.0572222222222,143.23555555555555,3359371.0,1891649.8,335.1
2000,India,"Milk, Total",79675100.01,69446.0,17085.0,5636.2,1390.0,19767293.0,39004344.0,335.1
2000,India,Raw milk of cattle,32967000.0,0.0,0.0,0.0,0.0,1993701.0,13831434.0,335.1
2000,India,Wheat,76368896.0,813492.0,92433.0,4224.0,640.0,11298592.0,21682745.0,147.9
2000,Ireland,Barley,1309900.0,125418.0,16853.0,11884.0,2050.0,122589.0,335243.0,93.6
2000,Ireland,"Cereals, primary",2177490.65,181183.0,25076.06,596878.0,85497.73,205075.0,495363.0,95.16666666666669
2000,Ireland,"Hen eggs in shell, fresh",597376.0,611.0,627.0,1840.0,2477.0,26061.0,60824.0,804.9
2000,Ireland,"Meat, Total",1016480.0,75544.91666666667,146760.7910526316,12511.558333333332,23032.42388888889,2147477.0,1345255.888888889,1066.3
2000,Ireland,"Milk, Total",5159788.0,2247281.67,719614.78,440080.7,135644.29,1291725.0,1801214.0,250.3
2000,Ireland,Raw milk of cattle,5159788.0,94639.0,31956.0,259336.0,74410.0,1291725.0,1801214.0,250.3
2000,Ireland,Wheat,737400.0,40848.0,5103.0,445610.0,59422.0,69873.0,137433.0,94.8
2000,Italy,Barley,1261600.0,2977.0,576.0,679813.0,88997.0,152610.0,205727.0,121.0
2000,Italy,"Cereals, primary",20660952.0,394138.0,79071.0,8336128.0,1242921.0,2905746.0,5088147.0,179.98
2000,Italy,"Hen eggs in shell, fresh",12938100.0,1168.0,1075.0,62821.0,58553.0,935759.0,1009751.0,1363.9
2000,Italy,"Meat, Total",3911240.21,29797.050000000003,51403.944444444445,68561.43055555556,194565.0555555556,7051848.0,3194580.0,335.1
2000,Italy,"Milk, Total",13299200.0,128087.4,49000.0,3578308.47,1210167.0,4700723.0,6588854.0,335.1
2000,Italy,Raw milk of cattle,12309400.0,11797.0,6804.0,1684981.0,595083.0,1993701.0,5782656.0,335.1
2000,Italy,Wheat,7463968.0,185944.0,35060.0,6860443.0,979872.0,1077602.0,1862501.0,144.4
2000,Netherlands (Kingdom of the),Barley,287800.0,135528.0,21587.0,550214.0,68198.0,28035.0,52395.0,97.4
2000,Netherlands (Kingdom of the),"Cereals, primary",1732100.0,417643.0,82161.08,4358941.0,564442.2,174516.0,311379.0,102.26
2000,Netherlands (Kingdom of the),"Hen eggs in shell, fresh",11731000.0,295645.0,290357.0,55637.0,45022.0,482587.0,760249.0,722.4
2000,Netherlands (Kingdom of the),"Meat, Total",2880045.4,177847.56666666668,288302.0122222222,58328.77777777778,110299.69111111113,3603478.0,5425167.0,1184.74
2000,Netherlands (Kingdom of the),"Milk, Total",11155000.0,3947558.33,1337345.07,3548009.64,1105464.39,3311187.0,4430228.0,296.8
2000,Netherlands (Kingdom of the),Raw milk of cattle,11155000.0,212401.0,65462.0,128257.0,47591.0,3311187.0,4430228.0,296.8
2000,Netherlands (Kingdom of the),Wheat,1142700.0,184841.0,25329.0,2361599.0,293484.0,113701.0,208800.0,99.5
2000,New Zealand,Barley,302000.0,15676.26,1925.0,6211.97,694.0,28813.0,80589.0,95.4
2000,New Zealand,"Cereals, primary",855510.63,22754.71,3214.3,214218.94,33368.69,88555.0,239582.0,100.5
2000,New Zealand,"Hen eggs in shell, fresh",811007.0,687.0,2157.0,2.0,301.0,38374.0,106737.0,892.3
2000,New Zealand,"Meat, Total",1303226.2,91023.64263157894,173078.74157894737,2314.5005882352943,3676.2729411764703,812942.0,2033249.0,854.28
2000,New Zealand,"Milk, Total",12235392.0,6945862.12,1572147.14,33419.58,10172.01,1717658.0,4437849.0,140.4
2000,New Zealand,Raw milk of cattle,12235392.0,42434.32,19446.0,854.4,328.0,1717658.0,4437849.0,140.4
2000,New Zealand,Wheat,326000.0,1007.54,230.0,199140.77,30467.0,35694.0,88871.0,109.5
2000,Poland,Barley,2783359.0,0.0,0.0,289898.17,38647.0,320854.0,473344.0,115.3
2000,Poland,"Cereals, primary",22340612.0,13326.31,2257.0,1698553.59,205916.0,2408473.0,3809289.0,106.45714285714288
2000,Poland,"Hen eggs in shell, fresh",8045053.0,271.9,336.0,1194.06,4159.0,377588.0,485168.0,891.1
2000,Poland,"Meat, Total",2888000.0,10633.266470588234,21717.470588235294,4620.813684210527,4612.315789473684,3211377.0,1986715.5714285716,873.775
2000,Poland,"Milk, Total",11890380.0,682897.23,161470.0,245109.98,49210.0,2144934.0,4029025.0,184.65
2000,Poland,Raw milk of cattle,11889349.0,188.29,279.0,459.91,156.0,2144739.0,4028376.0,180.4
2000,Poland,Wheat,8502865.0,2183.07,269.0,675155.97,85285.0,993869.0,1563989.0,116.9
2000,Romania,Barley,867018.0,92565.0,8341.0,74781.0,10803.0,115631.0,196669.0,133.4
2000,Romania,"Cereals, primary",10477506.0,348513.0,33455.0,301855.0,42194.0,1546045.0,2079156.0,128.28
2000,Romania,"Hen eggs in shell, fresh",5519850.0,6.0,17.0,4918.0,3180.0,363994.0,698788.0,1384.8
2000,Romania,"Meat, Total",983866.54,910.805,1045.65,6304.373529411765,5914.882352941177,627740.0,651756.3636363636,1177.3666666666666
2000,Romania,"Milk, Total",4622059.0,7045.7,1453.0,56346.5,16290.0,615504.0,2529539.0,171.75
2000,Romania,Raw milk of cattle,4301259.0,24.0,16.0,3894.0,982.0,546053.0,2349023.0,127.0
2000,Romania,Wheat,4434438.0,111502.0,11818.0,189172.0,23488.0,683433.0,837907.0,154.1
2000,Spain,Barley,11063008.0,204084.0,23906.0,84274.0,10839.0,1165015.0,2128063.0,105.3
2000,Spain,"Cereals, primary",24581638.63,740770.0,110860.22,6502081.0,835816.68,2926027.0,5156509.0,136.14285714285714
2000,Spain,"Hen eggs in shell, fresh",12399552.0,47775.0,39032.0,2442.0,9350.0,862220.0,993706.0,1311.3
2000,Spain,"Meat, Total",4915447.89,29593.071052631574,53240.55894736842,29841.69210526316,62418.33315789474,1458737.3333333333,1268703.7368421052,1489.025
2000,Spain,"Milk, Total",6937212.0,713447.29,272967.49,925029.99,347106.29,1984518.0,3099842.0,446.4
2000,Spain,Raw milk of cattle,6106628.0,158316.0,61407.0,320105.0,106811.0,1540425.0,2325578.0,252.3
2000,Spain,Wheat,7293623.0,401890.0,61342.0,2502039.0,315372.0,872915.0,1680218.0,119.7
2000,Sweden,Barley,1615400.0,660260.0,79159.0,49751.0,7380.0,157093.0,250374.0,97.2
2000,Sweden,"Cereals, primary",5604200.0,1452595.0,167677.29,134169.0,21773.6,564992.0,903120.0,98.6
2000,Sweden,"Hen eggs in shell, fresh",1802000.0,3189.0,4744.0,9280.0,6498.0,89618.0,169927.0,878.6
2000,Sweden,"Meat, Total",542818.0,3423.305882352941,4315.737058823529,7013.155882352941,21381.419411764706,345329.0,423445.5714285714,1459.8
2000,Sweden,"Milk, Total",3348000.0,275908.6,84240.7,17868.6,7777.47,1119264.0,1418748.0,334.3
2000,Sweden,Raw milk of cattle,3348000.0,9946.0,2766.0,209.0,189.0,1119264.0,1418748.0,334.3
2000,Sweden,Wheat,2371900.0,332968.0,44056.0,79087.0,11738.0,251889.0,419262.0,106.2
2000,United States of America,Barley,6919370.0,1060289.0,122502.0,581305.1,83027.0,671179.0,1672181.0,97.0
2000,United States of America,"Cereals, primary",342631506.0,84731010.67,9026706.68,4570429.33,684147.33,27060958.0,52240190.0,104.75
2000,United States of America,"Hen eggs in shell, fresh",89734000.0,64582.15,108500.0,3576.0,13923.0,3160208.0,8625895.0,629.9
2000,United States of America,"Meat, Total",37565210.78,639338.5227777777,721450.9522222222,148420.40263157894,307299.4615789473,59277232.0,21919238.0,991.0
2000,United States of America,"Milk, Total",75953489.03,1075137.02,253989.57,339457.97,235378.65,20728401.0,32142942.0,273.0
2000,United States of America,Raw milk of cattle,75928209.0,16320.71,14141.0,4280.89,2929.0,20728401.0,32142942.0,273.0
2000,United States of America,Wheat,60639376.0,27830150.0,3387502.0,1862217.0,244768.0,5821380.0,10975727.0,96.0
2001,Argentina,Barley,530045.0,201329.0,27320.0,115.0,9.0,58334.0,70995.0,110.1
2001,Argentina,"Cereals, primary",36655385.0,22592528.0,2391361.0,6565.0,8415.0,3703242.0,6094476.0,102.78571428571428
2001,Argentina,"Hen eggs in shell, fresh",5693276.0,469.0,1373.0,2686.0,5368.0,251622.0,341375.0,833.4
2001,Argentina,"Meat, Total",3843194.36,20381.658333333333,35611.444444444445,6477.349999999999,8079.235294117647,5584106.0,4565285.727272728,1311.86
2001,Argentina,"Milk, Total",9768725.0,829767.59,224660.0,20118.0,6804.0,1495363.0,3346687.0,153.1
2001,Argentina,Raw milk of cattle,9768725.0,6731.0,1980.0,6216.0,2141.0,1495363.0,3346687.0,153.1
2001,Argentina,Wheat,16146620.0,10790517.0,1301552.0,142.0,74.0,1970873.0,3078333.0,122.1
2001,Australia,Barley,6743000.0,2189180.0,282241.0,15.0,24.0,694040.0,1436499.0,102.9
2001,Australia,"Cereals, primary",34717520.71,18678822.0,2629023.0,621.0,335.0,3851176.0,8156764.0,108.3625
2001,Australia,"Hen eggs in shell, fresh",2607000.0,96.0,493.0,17.0,537.0,181227.0,369852.0,1285.3
2001,Australia,"Meat, Total",3853184.0,202157.62777777776,349543.3888888889,648.6800000000001,1262.6,1526246.0,2352807.5454545454,891.4857142857143
2001,Australia,"Milk, Total",10547000.0,3647265.15,1001653.0,137776.6,40939.0,1538354.0,3289696.0,145.9
2001,Australia,Raw milk of cattle,10547000.0,59235.0,28733.0,2569.0,2167.0,1538354.0,3289696.0,145.9
2001,Australia,Wheat,22108000.0,15542103.0,2239694.0,24.0,9.0,2652869.0,5277492.0,120.0
2001,Austria,Barley,1012407.0,101838.0,14744.0,82290.0,10793.0,86841.0,132048.0,85.8
2001,Austria,"Cereals, primary",4837093.57,870211.0,154044.0,394600.0,73032.0,444054.0,702900.0,89.8
2001,Austria,"Hen eggs in shell, fresh",1521566.0,1463.0,2157.0,12095.0,15511.0,109352.0,223988.0,1269.7
2001,Austria,"Meat, Total",832034.0,12872.075,26404.83333333333,10007.533333333333,30894.944444444445,344441.625,373968.2352941177,1873.79
2001,Austria,"Milk, Total",3323656.0,781033.89,237785.0,239569.3,84110.0,1002944.0,1395169.0,298.2
2001,Austria,Raw milk of cattle,3299567.0,378148.0,129030.0,6275.0,2774.0,983832.0,1369457.0,298.2
2001,Austria,Wheat,1508283.0,539481.0,81987.0,158268.0,18997.0,144481.0,230589.0,95.8
2001,Belgium,Barley,368700.0,84365.0,9710.0,1319323.0,165314.0,32233.0,58180.0,87.4
2001,Belgium,"Cereals, primary",2358600.0,692572.0,99706.0,5226288.0,665660.0,216333.0,391671.0,95.725
2001,Belgium,"Hen eggs in shell, fresh",3941944.0,74489.0,55913.0,31801.0,28375.0,111650.0,129903.0,525.3
2001,Belgium,"Meat, Total",1772164.0,75153.31111111112,111152.95454545454,44728.175,70278.77272727272,2031166.0,2347607.6666666665,1079.96
2001,Belgium,"Milk, Total",3697300.0,3219049.06,1228378.0,2530444.77,991518.0,1047566.0,1269220.0,283.6
2001,Belgium,Raw milk of cattle,3694000.0,680987.0,237238.0,650478.0,215713.0,1047566.0,1269220.0,283.6
2001,Belgium,Wheat,1457400.0,503625.0,62396.0,3191437.0,380745.0,141635.0,261329.0,97.2
2001,Brazil,Barley,297824.0,84154.0,7282.0,209108.0,29420.0,28266.0,54983.0,94.9
2001,Brazil,"Cereals, primary",57125393.44,5714530.0,505003.0,8153792.0,1009572.0,4643495.0,10822866.0,84.94285714285715
2001,Brazil,"Hen eggs in shell, fresh",32322011.0,4330.0,9348.0,158.0,2077.0,1247901.0,3472169.0,810.8
2001,Brazil,"Meat, Total",15964800.0,264891.7975,315776.95,4849.594736842105,7887.263157894737,7606515.0,11681274.714285716,740.2666666666668
2001,Brazil,"Milk, Total",21397687.14,48371.1,16955.0,467085.59,134279.0,2759513.0,8022817.0,129.0
2001,Brazil,Raw milk of cattle,21145800.0,0.0,0.0,36077.0,9604.0,2726923.0,7948334.0,129.0
2001,Brazil,Wheat,3366599.0,837.0,165.0,7016330.0,872341.0,359643.0,673448.0,106.8
2001,Canada,Barley,10845600.0,1770629.0,253618.0,83820.0,9374.0,889328.0,1842203.0,82.0
2001,Canada,"Cereals, primary",43391400.0,21264896.0,3046988.0,3487401.0,349132.0,4144189.0,7506833.0,81.675
2001,Canada,"Hen eggs in shell, fresh",7185238.0,2101.0,16953.0,38359.0,39849.0,407249.0,707701.0,1056.9
2001,Canada,"Meat, Total",4153401.0,79769.25277777779,175865.77777777778,53904.492105263154,100751.52631578948,6904255.0,12134154.0,1014.675
2001,Canada,"Milk, Total",8106000.0,603692.19,179387.0,319484.1,100145.0,2868084.0,4953400.0,353.8
2001,Canada,Raw milk of cattle,8106000.0,4118.0,2828.0,9.0,12.0,2868084.0,4953400.0,353.8
2001,Canada,Wheat,20630200.0,17658856.0,2548093.0,101361.0,13414.0,2077939.0,3770518.0,100.7
2001,China,Barley,2893000.0,703.0,119.0,2570859.0,417937.0,1993701.0,1175400.0,335.1
2001,China,"Cereals, primary",398396119.03,6658244.0,721394.0,9656487.0,1431188.0,58240840.0,174541217.0,335.1
2001,China,"Hen eggs in shell, fresh",402228144.48,58379.0,33254.0,88060.0,73514.0,9625142.0,18710777.0,335.1
2001,China,"Meat, Total",62976854.57,183520.0880952381,210035.9523809524,274798.6142857143,230744.19047619047,21976133.166666668,23885167.68,335.1
2001,China,"Milk, Total",14515456.03,306434.9,167800.0,1680550.07,642939.0,3131072.0,7763817.0,335.1
2001,China,Raw milk of cattle,10601189.0,31701.0,23246.0,55866.0,36999.0,2361860.0,5598362.0,335.1
2001,China,Wheat,93873234.0,454802.0,46859.0,1721328.0,321426.0,11908402.0,35890510.0,335.1
2001,Denmark,Barley,3966181.0,854954.0,126719.0,328932.0,40332.0,442233.0,705488.0,111.5
2001,Denmark,"Cereals, primary",9423086.0,1759272.0,229064.0,661678.0,102040.0,1014596.0,1683512.0,102.4
2001,Denmark,"Hen eggs in shell, fresh",1425487.0,4229.0,7070.0,15763.0,12690.0,87252.0,137635.0,1081.4
2001,Denmark,"Meat, Total",2090981.51,30885.3,58825.36842105263,13382.527777777776,35634.0,964463.5,1058871.181818182,1267.0857142857144
2001,Denmark,"Milk, Total",4553000.0,919055.09,385693.0,232239.0,78539.0,1399467.0,1889890.0,307.4
2001,Denmark,Raw milk of cattle,4553000.0,19897.0,9871.0,19684.0,5890.0,1399467.0,1889890.0,307.4
2001,Denmark,Wheat,4663938.0,730203.0,84446.0,225324.0,34184.0,495377.0,851473.0,106.2
2001,Finland,Barley,1786000.0,186425.0,19212.0,40042.0,6461.0,175257.0,275944.0,98.1
2001,Finland,"Cereals, primary",3671300.0,730857.0,80621.0,171704.0,22376.0,373537.0,589024.0,108.4
2001,Finland,"Hen eggs in shell, fresh",953520.0,6770.0,5260.0,103.0,259.0,34706.0,67134.0,614.1
2001,Finland,"Meat, Total",351414.0,1703.6699999999998,2709.733333333333,1687.770588235294,4867.35294117647,193594.4,202429.18181818185,1446.7
2001,Finland,"Milk, Total",2529600.0,348426.89,101543.0,7531.0,4914.0,801404.0,1194278.0,316.8
2001,Finland,Raw milk of cattle,2529600.0,666.0,319.0,173.0,244.0,801404.0,1194278.0,316.8
2001,Finland,Wheat,488900.0,1149.0,307.0,93651.0,11271.0,57908.0,94601.0,118.4
2001,France,Barley,9797468.3,4105761.0,492862.0,46718.0,7469.0,929583.0,1650713.0,94.9
2001,France,"Cereals, primary",60300838.1,27133255.0,3400977.0,939683.0,205675.0,5788609.0,10868665.0,115.55714285714284
2001,France,"Hen eggs in shell, fresh",14548622.0,40690.0,47290.0,58513.0,45228.0,801302.0,1337881.0,779.3
2001,France,"Meat, Total",6388404.0,148543.10555555555,265420.6111111111,77456.31111111112,182906.0555555556,1940612.0,2392297.238095238,2439.3
2001,France,"Milk, Total",23806712.0,3645005.55,1301499.0,2836998.55,1070851.0,7040339.0,9770857.0,295.2
2001,France,Raw milk of cattle,23074188.4,649158.0,228710.0,540683.0,186098.0,6810838.0,9427516.0,295.2
2001,France,Wheat,31545319.3,15621317.0,1801809.0,533187.0,80844.0,3051113.0,5777742.0,96.7
2001,Germany,Barley,13494587.0,2888541.0,329654.0,704757.0,100536.0,1189796.0,2259359.0,88.2
2001,Germany,"Cereals, primary",49709326.0,10390666.0,1298276.0,2522351.0,405815.0,4703635.0,8742378.0,93.43333333333334
2001,Germany,"Hen eggs in shell, fresh",15054000.0,67165.0,65478.0,242218.0,208271.0,836757.0,1260255.0,943.4
2001,Germany,"Meat, Total",6415452.35,102839.52222222222,170576.33333333334,117770.9277777778,278120.5,8750767.0,2121304.3,1199.36
2001,Germany,"Milk, Total",28213000.0,6300005.01,2064622.0,2135569.07,802475.0,8713603.0,10648176.0,308.8
2001,Germany,Raw milk of cattle,28191000.0,1568502.0,569519.0,568431.0,180250.0,8705884.0,10634273.0,308.8
2001,Germany,Wheat,22837837.0,5710406.0,755188.0,967752.0,129082.0,2274402.0,4257157.0,99.6
2001,Hungary,Barley,1299140.0,139892.0,13211.0,50655.0,8393.0,116750.0,201810.0,89.9
